cart_item_id,cart_id,item_id,quantity
3195,1062,192,1
3196,1062,331,1
3197,1062,335,1
3198,1062,392,1
3199,1062,358,1
3200,1062,341,1
3201,1062,392,1
3202,1062,348,1
3203,1063,378,5
3204,1064,464,1
3205,1065,45,2
3206,1066,366,3
3207,1066,338,3
3208,1066,41,3
3209,1066,389,3
3210,1066,420,3
3211,1066,165,3
3212,1066,432,3
3213,1066,201,3
3214,1066,270,3
3215,1066,250,3
3216,1066,38,3
3217,1066,252,3
3218,1067,255,4
3219,1067,35,4
3220,1068,27,5
3221,1068,55,5
3222,1068,201,5
3223,1068,340,5
3224,1069,347,1
3225,1070,367,1
3226,1071,354,4
3227,1071,374,4
3228,1071,444,4
3229,1072,255,3
3230,1073,192,1
3231,1073,367,1
3232,1073,165,1
3233,1073,372,1
3234,1073,251,1
3235,1073,356,1
3236,1073,340,1
3237,1073,171,1
3238,1074,197,2
3239,1075,188,1
3240,1075,341,1
3241,1075,375,1
3242,1075,391,1
3243,1075,338,1
3244,1075,191,1
3245,1075,191,1
3246,1075,187,1
3247,1075,189,1
3248,1076,197,1
3249,1076,197,1
3250,1076,370,1
3251,1076,365,1
3252,1076,443,1
3253,1076,163,1
3254,1076,189,1
3255,1076,166,1
3256,1077,388,1
3257,1077,389,1
3258,1077,166,1
3259,1077,385,1
3260,1078,81,1
3261,1078,330,1
3262,1078,354,1
3263,1079,267,1
3264,1080,329,5
3265,1080,2,5
3266,1080,8,5
3267,1080,250,5
3268,1080,139,5
3269,1080,124,5
3270,1080,309,5
3271,1080,228,5
3272,1081,8,1
3273,1081,292,1
3274,1081,477,1
3275,1081,362,1
3276,1082,438,1
3277,1082,242,1
3278,1082,469,1
3279,1082,342,1
3280,1082,149,1
3281,1082,236,1
3282,1082,306,1
3283,1082,478,1
3284,1082,167,1
3285,1082,20,1
3286,1082,216,1
3287,1083,410,1
3288,1084,368,1
3289,1085,171,1
3290,1086,381,2
3291,1086,54,2
3292,1086,48,2
3293,1086,33,2
3294,1086,192,2
3295,1086,351,2
3296,1086,168,2
3297,1086,57,2
3298,1086,42,2
3299,1086,320,2
3300,1086,365,2
3301,1086,47,2
3302,1086,41,2
3303,1087,189,1
3304,1087,459,1
3305,1087,375,1
3306,1087,336,1
3307,1087,46,1
3308,1087,208,1
3309,1087,48,1
3310,1087,17,1
3311,1088,333,1
3312,1089,450,1
3313,1089,308,1
3314,1089,458,1
3315,1089,250,1
3316,1089,207,1
3317,1089,45,1
3318,1089,370,1
3319,1089,375,1
3320,1089,337,1
3321,1089,392,1
3322,1089,384,1
3323,1089,416,1
3324,1090,368,4
3325,1090,128,4
3326,1091,271,1
3327,1091,422,1
3328,1091,347,1
3329,1091,351,1
3330,1091,323,1
3331,1092,352,1
3332,1093,33,1
3333,1094,422,3
3334,1094,452,3
3335,1095,321,1
3336,1096,247,1
3337,1097,253,2
3338,1097,248,2
3339,1098,367,3
3340,1098,375,3
3341,1098,41,3
3342,1099,151,3
3343,1100,32,2
3344,1100,271,2
3345,1100,485,2
3346,1100,397,2
3347,1100,5,2
3348,1100,459,2
3349,1100,330,2
3350,1100,308,2
3351,1101,178,2
3352,1102,263,4
3353,1103,255,4
3354,1103,143,4
3355,1103,240,4
3356,1103,228,4
3357,1103,341,4
3358,1104,108,1
3359,1105,221,1
3360,1106,497,1
3361,1107,189,1
3362,1108,300,3
3363,1109,496,1
3364,1109,353,1
3365,1109,220,1
3366,1109,9,1
3367,1109,12,1
3368,1109,325,1
3369,1109,438,1
3370,1109,244,1
3371,1110,365,1
3372,1110,332,1
3373,1110,358,1
3374,1110,361,1
3375,1110,364,1
3376,1110,367,1
3377,1110,196,1
3378,1111,251,1
3379,1111,48,1
3380,1111,254,1
3381,1111,191,1
3382,1112,171,2
3383,1112,320,2
3384,1112,376,2
3385,1112,443,2
3386,1113,338,1
3387,1114,19,1
3388,1115,197,1
3389,1116,100,4
3390,1117,102,3
3391,1117,247,3
3392,1117,388,3
3393,1118,417,5
3394,1119,345,1
3395,1119,383,1
3396,1119,379,1
3397,1119,372,1
3398,1119,163,1
3399,1119,342,1
3400,1119,444,1
3401,1119,393,1
3402,1119,197,1
3403,1120,338,1
3404,1121,393,3
3405,1121,352,3
3406,1121,365,3
3407,1121,341,3
3408,1121,251,3
3409,1121,250,3
3410,1121,166,3
3411,1121,352,3
3412,1121,362,3
3413,1121,376,3
3414,1122,166,2
3415,1123,423,4
3416,1123,351,4
3417,1123,432,4
3418,1123,165,4
3419,1123,168,4
3420,1123,82,4
3421,1124,434,1
3422,1124,119,1
3423,1124,224,1
3424,1124,421,1
3425,1124,453,1
3426,1125,468,1
3427,1125,474,1
3428,1125,234,1
3429,1125,253,1
3430,1126,379,2
3431,1126,169,2
3432,1126,331,2
3433,1126,190,2
3434,1126,191,2
3435,1127,342,2
3436,1127,339,2
3437,1127,451,2
3438,1127,456,2
3439,1128,445,1
3440,1129,458,1
3441,1129,165,1
3442,1129,446,1
3443,1129,209,1
3444,1129,497,1
3445,1129,355,1
3446,1129,187,1
3447,1130,190,1
3448,1130,25,1
3449,1130,57,1
3450,1130,56,1
3451,1130,377,1
3452,1130,393,1
3453,1130,25,1
3454,1131,340,3
3455,1132,197,1
3456,1133,443,2
3457,1134,346,1
3458,1134,366,1
3459,1134,247,1
3460,1134,353,1
3461,1135,352,3
3462,1136,374,1
3463,1136,361,1
3464,1136,418,1
3465,1136,249,1
3466,1136,419,1
3467,1137,357,2
3468,1138,249,2
3469,1139,420,3
3470,1140,165,3
3471,1140,345,3
3472,1140,249,3
3473,1140,343,3
3474,1141,94,1
3475,1142,360,4
3476,1143,168,1
3477,1143,363,1
3478,1143,437,1
3479,1143,373,1
3480,1143,217,1
3481,1144,420,1
3482,1145,32,1
3483,1145,408,1
3484,1145,413,1
3485,1145,120,1
3486,1145,54,1
3487,1145,51,1
3488,1145,359,1
3489,1145,320,1
3490,1145,366,1
3491,1145,358,1
3492,1146,314,2
3493,1147,96,6
3494,1147,373,6
3495,1148,344,4
3496,1149,283,1
3497,1149,211,1
3498,1150,213,1
3499,1150,433,1
3500,1150,109,1
3501,1150,129,1
3502,1150,10,1
3503,1150,47,1
3504,1150,379,1
3505,1151,430,2
3506,1152,167,1
3507,1152,433,1
3508,1153,310,1
3509,1153,479,1
3510,1153,254,1
3511,1153,162,1
3512,1153,327,1
3513,1153,420,1
3514,1154,393,1
3515,1155,255,2
3516,1156,398,6
3517,1156,220,6
3518,1156,158,6
3519,1156,4,6
3520,1156,167,6
3521,1156,468,6
3522,1156,448,6
3523,1157,235,1
3524,1158,304,1
3525,1159,1,1
3526,1160,298,1
3527,1161,348,1
3528,1162,359,3
3529,1162,426,3
3530,1162,84,3
3531,1162,190,3
3532,1162,449,3
3533,1162,366,3
3534,1162,426,3
3535,1163,498,4
3536,1164,168,2
3537,1164,202,2
3538,1165,385,1
3539,1166,19,6
3540,1166,378,6
3541,1166,319,6
3542,1166,32,6
3543,1166,169,6
3544,1167,451,1
3545,1168,36,1
3546,1169,430,1
3547,1169,18,1
3548,1170,176,1
3549,1171,108,1
3550,1172,302,1
3551,1173,273,4
3552,1174,337,1
3553,1175,171,1
3554,1176,107,4
3555,1177,442,3
3556,1178,13,1
3557,1178,120,1
3558,1179,374,1
3559,1180,259,2
3560,1181,382,1
3561,1181,327,1
3562,1182,116,1
3563,1182,162,1
3564,1183,206,1
3565,1184,434,1
3566,1184,379,1
3567,1184,35,1
3568,1185,372,1
3569,1186,348,2
3570,1187,418,3
3571,1187,373,3
3572,1187,341,3
3573,1188,392,3
3574,1188,382,3
3575,1188,420,3
3576,1188,375,3
3577,1189,250,3
3578,1189,167,3
3579,1189,198,3
3580,1189,341,3
3581,1189,340,3
3582,1189,442,3
3583,1189,443,3
3584,1189,367,3
3585,1189,187,3
3586,1189,382,3
3587,1190,253,1
3588,1190,270,1
3589,1190,31,1
3590,1191,388,4
3591,1192,311,1
3592,1192,424,1
3593,1192,84,1
3594,1193,313,4
3595,1193,190,4
3596,1193,374,4
3597,1193,373,4
3598,1193,347,4
3599,1194,430,1
3600,1194,53,1
3601,1194,446,1
3602,1194,497,1
3603,1194,170,1
3604,1194,362,1
3605,1195,366,1
3606,1195,356,1
3607,1195,199,1
3608,1196,422,1
3609,1196,54,1
3610,1196,19,1
3611,1196,345,1
3612,1196,18,1
3613,1197,26,4
3614,1197,316,4
3615,1197,321,4
3616,1198,36,3
3617,1198,54,3
3618,1198,321,3
3619,1198,163,3
3620,1198,201,3
3621,1198,310,3
3622,1199,342,1
3623,1199,442,1
3624,1200,375,4
3625,1200,322,4
3626,1200,348,4
3627,1200,40,4
3628,1200,82,4
3629,1200,255,4
3630,1200,444,4
3631,1200,434,4
3632,1200,168,4
3633,1200,349,4
3634,1200,459,4
3635,1200,345,4
3636,1200,435,4
3637,1200,451,4
3638,1200,204,4
3639,1200,24,4
3640,1201,312,1
3641,1202,449,1
3642,1202,264,1
3643,1202,341,1
3644,1202,312,1
3645,1203,378,4
3646,1203,359,4
3647,1203,41,4
3648,1203,111,4
3649,1203,384,4
3650,1204,380,1
3651,1204,204,1
3652,1204,382,1
3653,1205,209,1
3654,1206,147,3
3655,1206,309,3
3656,1206,441,3
3657,1207,387,1
3658,1207,154,1
3659,1207,174,1
3660,1207,322,1
3661,1207,443,1
3662,1207,36,1
3663,1207,323,1
3664,1208,321,4
3665,1209,133,3
3666,1209,196,3
3667,1209,466,3
3668,1209,357,3
3669,1209,119,3
3670,1209,364,3
3671,1209,123,3
3672,1209,437,3
3673,1209,446,3
3674,1209,52,3
3675,1209,414,3
3676,1209,399,3
3677,1209,479,3
3678,1209,274,3
3679,1210,208,1
3680,1211,130,2
3681,1212,382,4
3682,1212,377,4
3683,1212,383,4
3684,1212,57,4
3685,1212,261,4
3686,1213,97,3
3687,1214,255,1
3688,1214,168,1
3689,1214,315,1
3690,1215,105,4
3691,1215,163,4
3692,1215,168,4
3693,1215,17,4
3694,1215,366,4
3695,1215,312,4
3696,1215,455,4
3697,1215,202,4
3698,1215,39,4
3699,1215,374,4
3700,1216,216,4
3701,1217,421,1
3702,1218,496,2
3703,1219,43,1
3704,1219,31,1
3705,1219,98,1
3706,1220,433,3
3707,1221,380,5
3708,1221,214,5
3709,1221,107,5
3710,1221,461,5
3711,1221,114,5
3712,1222,340,1
3713,1223,189,2
3714,1224,348,1
3715,1224,363,1
3716,1224,188,1
3717,1224,392,1
3718,1225,351,1
3719,1225,347,1
3720,1226,371,4
3721,1227,373,1
3722,1227,380,1
3723,1227,384,1
3724,1227,366,1
3725,1227,337,1
3726,1228,368,1
3727,1228,351,1
3728,1228,383,1
3729,1228,351,1
3730,1228,367,1
3731,1228,368,1
3732,1228,365,1
3733,1228,356,1
3734,1228,333,1
3735,1229,359,2
3736,1229,362,2
3737,1229,354,2
3738,1229,344,2
3739,1229,369,2
3740,1229,332,2
3741,1229,375,2
3742,1229,346,2
3743,1229,442,2
3744,1229,364,2
3745,1229,188,2
3746,1230,374,4
3747,1230,373,4
3748,1230,373,4
3749,1230,366,4
3750,1230,188,4
3751,1230,356,4
3752,1231,196,1
3753,1231,166,1
3754,1232,189,6
3755,1233,335,1
3756,1233,377,1
3757,1233,346,1
3758,1233,384,1
3759,1233,372,1
3760,1233,348,1
3761,1234,198,1
3762,1234,171,1
3763,1234,365,1
3764,1234,360,1
3765,1235,345,1
3766,1236,385,1
3767,1237,383,1
3768,1238,348,1
3769,1239,248,1
3770,1239,361,1
3771,1239,392,1
3772,1239,360,1
3773,1239,380,1
3774,1240,92,1
3775,1240,52,1
3776,1240,293,1
3777,1240,8,1
3778,1240,300,1
3779,1241,108,4
3780,1241,84,4
3781,1241,263,4
3782,1241,396,4
3783,1242,45,1
3784,1243,347,1
3785,1243,415,1
3786,1243,448,1
3787,1243,101,1
3788,1244,341,1
3789,1244,267,1
3790,1244,393,1
3791,1245,459,1
3792,1246,86,3
3793,1246,256,3
3794,1246,209,3
3795,1246,108,3
3796,1246,97,3
3797,1246,205,3
3798,1246,462,3
3799,1247,324,1
3800,1247,448,1
3801,1248,94,1
3802,1249,321,2
3803,1249,422,2
3804,1249,311,2
3805,1249,309,2
3806,1249,428,2
3807,1249,421,2
3808,1250,26,3
3809,1250,500,3
3810,1250,489,3
3811,1250,206,3
3812,1251,459,1
3813,1252,260,1
3814,1252,313,1
3815,1252,498,1
3816,1253,480,1
3817,1253,26,1
3818,1253,27,1
3819,1254,170,1
3820,1254,413,1
3821,1254,167,1
3822,1254,188,1
3823,1254,169,1
3824,1254,289,1
3825,1254,467,1
3826,1255,16,2
3827,1256,12,4
3828,1256,72,4
3829,1256,133,4
3830,1257,177,1
3831,1258,431,1
3832,1259,425,1
3833,1260,358,1
3834,1261,489,2
3835,1261,196,2
3836,1262,440,1
3837,1263,465,1
3838,1263,479,1
3839,1263,111,1
3840,1263,384,1
3841,1263,327,1
3842,1263,301,1
3843,1263,500,1
3844,1263,467,1
3845,1263,225,1
3846,1263,109,1
3847,1264,41,4
3848,1265,332,2
3849,1265,90,2
3850,1265,190,2
3851,1265,486,2
3852,1265,143,2
3853,1265,488,2
3854,1265,128,2
3855,1265,180,2
3856,1265,252,2
3857,1265,272,2
3858,1265,448,2
3859,1265,222,2
3860,1266,440,1
3861,1267,374,1
3862,1268,334,3
3863,1269,251,1
3864,1269,383,1
3865,1269,384,1
3866,1270,356,1
3867,1271,363,1
3868,1272,251,1
3869,1272,373,1
3870,1273,192,1
3871,1274,346,1
3872,1275,335,1
3873,1276,390,1
3874,1277,381,1
3875,1277,253,1
3876,1278,341,2
3877,1278,390,2
3878,1278,249,2
3879,1278,368,2
3880,1278,249,2
3881,1279,347,1
3882,1280,343,1
3883,1280,165,1
3884,1280,379,1
3885,1280,379,1
3886,1280,369,1
3887,1280,349,1
3888,1281,166,2
3889,1281,429,2
3890,1281,108,2
3891,1282,190,4
3892,1282,336,4
3893,1282,327,4
3894,1282,214,4
3895,1282,382,4
3896,1282,46,4
3897,1282,26,4
3898,1282,256,4
3899,1282,204,4
3900,1282,42,4
3901,1282,389,4
3902,1282,17,4
3903,1282,200,4
3904,1283,417,6
3905,1284,40,4
3906,1284,247,4
3907,1284,41,4
3908,1284,331,4
3909,1285,366,1
3910,1285,191,1
3911,1285,253,1
3912,1286,372,1
3913,1286,350,1
3914,1286,191,1
3915,1287,372,2
3916,1288,368,2
3917,1288,346,2
3918,1288,384,2
3919,1288,348,2
3920,1289,331,1
3921,1289,354,1
3922,1290,359,1
3923,1291,365,1
3924,1291,375,1
3925,1291,255,1
3926,1292,356,1
3927,1292,443,1
3928,1292,339,1
3929,1292,364,1
3930,1293,384,1
3931,1294,344,1
3932,1295,48,2
3933,1296,442,1
3934,1296,348,1
3935,1296,35,1
3936,1296,458,1
3937,1297,332,4
3938,1298,412,4
3939,1299,312,4
3940,1300,449,2
3941,1300,177,2
3942,1300,158,2
3943,1301,453,4
3944,1301,325,4
3945,1301,479,4
3946,1301,476,4
3947,1301,26,4
3948,1301,482,4
3949,1301,341,4
3950,1301,376,4
3951,1301,345,4
3952,1301,119,4
3953,1301,22,4
3954,1301,395,4
3955,1301,350,4
3956,1301,31,4
3957,1302,364,3
3958,1303,396,4
3959,1304,406,1
3960,1305,149,3
3961,1306,387,3
3962,1307,163,4
3963,1308,254,7
3964,1309,346,2
3965,1310,332,1
3966,1310,254,1
3967,1310,351,1
3968,1310,373,1
3969,1311,347,2
3970,1312,379,3
3971,1313,378,1
3972,1314,334,1
3973,1314,252,1
3974,1315,352,3
3975,1315,344,3
3976,1315,341,3
3977,1315,188,3
3978,1315,255,3
3979,1315,190,3
3980,1315,365,3
3981,1315,353,3
3982,1315,338,3
3983,1315,374,3
3984,1316,381,5
3985,1317,365,2
3986,1318,249,1
3987,1319,382,3
3988,1319,368,3
3989,1320,114,5
3990,1321,125,2
3991,1322,360,1
3992,1322,190,1
3993,1322,180,1
3994,1322,108,1
3995,1322,314,1
3996,1323,160,1
3997,1324,82,1
3998,1325,453,3
3999,1326,174,2
4000,1327,197,1
4001,1328,425,3
4002,1328,398,3
4003,1328,316,3
4004,1328,337,3
4005,1329,334,1
4006,1329,412,1
4007,1329,344,1
4008,1330,328,2
4009,1331,375,2
4010,1332,234,3
4011,1333,466,1
4012,1334,118,4
4013,1334,237,4
4014,1334,309,4
4015,1334,456,4
4016,1335,328,1
4017,1336,441,1
4018,1337,424,4
4019,1338,476,1
4020,1339,343,1
4021,1340,335,1
4022,1341,382,1
4023,1342,392,1
4024,1342,349,1
4025,1342,334,1
4026,1342,373,1
4027,1342,249,1
4028,1342,363,1
4029,1342,356,1
4030,1342,363,1
4031,1342,360,1
4032,1343,340,3
4033,1343,334,3
4034,1343,354,3
4035,1343,342,3
4036,1344,447,1
4037,1345,461,4
4038,1345,393,4
4039,1345,338,4
4040,1345,45,4
4041,1345,37,4
4042,1345,18,4
4043,1345,356,4
4044,1345,360,4
4045,1345,17,4
4046,1346,378,1
4047,1346,17,1
4048,1346,366,1
4049,1346,17,1
4050,1346,348,1
4051,1347,356,4
4052,1347,352,4
4053,1347,366,4
4054,1347,21,4
4055,1347,382,4
4056,1347,359,4
4057,1347,447,4
4058,1347,455,4
4059,1347,16,4
4060,1347,48,4
4061,1347,55,4
4062,1347,47,4
4063,1348,192,4
4064,1349,342,1
4065,1350,189,1
4066,1350,339,1
4067,1350,40,1
4068,1350,250,1
4069,1351,452,1
4070,1352,23,1
4071,1353,166,1
4072,1354,347,1
4073,1355,382,1
4074,1355,32,1
4075,1355,461,1
4076,1356,24,2
4077,1356,48,2
4078,1356,368,2
4079,1356,449,2
4080,1356,340,2
4081,1356,25,2
4082,1356,21,2
4083,1356,370,2
4084,1356,376,2
4085,1356,420,2
4086,1356,248,2
4087,1357,391,1
4088,1358,375,1
4089,1359,416,9
4090,1359,404,9
4091,1359,188,9
4092,1359,316,9
4093,1359,457,9
4094,1360,378,1
4095,1361,394,2
4096,1361,215,2
4097,1361,333,2
4098,1361,37,2
4099,1361,423,2
4100,1361,190,2
4101,1362,187,1
4102,1363,252,5
4103,1364,350,6
4104,1365,487,3
4105,1366,419,1
4106,1366,383,1
4107,1366,48,1
4108,1366,35,1
4109,1366,434,1
4110,1366,380,1
4111,1366,341,1
4112,1366,38,1
4113,1366,352,1
4114,1366,29,1
4115,1366,331,1
4116,1366,393,1
4117,1367,420,3
4118,1367,82,3
4119,1368,202,1
4120,1368,197,1
4121,1368,349,1
4122,1368,431,1
4123,1368,52,1
4124,1368,359,1
4125,1368,269,1
4126,1368,366,1
4127,1368,376,1
4128,1368,169,1
4129,1368,331,1
4130,1368,48,1
4131,1369,376,1
4132,1370,353,1
4133,1370,199,1
4134,1370,363,1
4135,1370,354,1
4136,1370,35,1
4137,1370,31,1
4138,1370,385,1
4139,1371,376,6
4140,1371,430,6
4141,1372,199,1
4142,1373,118,1
4143,1374,192,1
4144,1375,386,2
4145,1375,21,2
4146,1376,325,2
4147,1377,411,1
4148,1377,372,1
4149,1377,270,1
4150,1377,192,1
4151,1377,406,1
4152,1377,167,1
4153,1378,247,3
4154,1379,259,1
4155,1379,441,1
4156,1379,263,1
4157,1379,349,1
4158,1379,383,1
4159,1379,85,1
4160,1379,440,1
4161,1379,354,1
4162,1379,23,1
4163,1380,203,7
4164,1380,323,7
4165,1380,449,7
4166,1380,249,7
4167,1380,93,7
4168,1380,49,7
4169,1381,261,1
4170,1382,430,1
4171,1382,426,1
4172,1383,84,1
4173,1383,348,1
4174,1383,457,1
4175,1383,197,1
4176,1383,191,1
4177,1383,447,1
4178,1383,461,1
4179,1383,424,1
4180,1383,378,1
4181,1383,26,1
4182,1384,49,1
4183,1384,356,1
4184,1385,55,7
4185,1385,34,7
4186,1385,250,7
4187,1385,337,7
4188,1385,247,7
4189,1386,54,1
4190,1386,368,1
4191,1386,419,1
4192,1386,393,1
4193,1387,169,3
4194,1388,382,1
4195,1389,254,1
4196,1389,377,1
4197,1389,39,1
4198,1389,26,1
4199,1390,420,1
4200,1391,343,3
4201,1391,335,3
4202,1391,352,3
4203,1392,459,2
4204,1392,383,2
4205,1392,420,2
4206,1393,192,3
4207,1394,210,1
4208,1395,431,1
4209,1395,248,1
4210,1395,52,1
4211,1395,252,1
4212,1396,141,3
4213,1396,446,3
4214,1396,116,3
4215,1396,268,3
4216,1396,351,3
4217,1396,242,3
4218,1397,380,1
4219,1398,233,1
4220,1399,152,2
4221,1400,345,3
4222,1401,380,1
4223,1402,254,1
4224,1403,169,4
4225,1404,150,1
4226,1404,432,1
4227,1404,205,1
4228,1405,477,1
4229,1406,209,1
4230,1407,146,4
4231,1408,248,5
4232,1408,393,5
4233,1408,95,5
4234,1409,255,2
4235,1409,421,2
4236,1409,23,2
4237,1410,337,1
4238,1410,201,1
4239,1410,250,1
4240,1410,269,1
4241,1410,364,1
4242,1410,390,1
4243,1411,48,1
4244,1412,361,1
4245,1413,443,1
4246,1414,165,7
4247,1415,343,2
4248,1415,352,2
4249,1415,388,2
4250,1416,378,4
4251,1417,377,6
4252,1418,391,1
4253,1418,379,1
4254,1419,361,1
4255,1419,340,1
4256,1419,168,1
4257,1419,368,1
4258,1419,168,1
4259,1420,253,2
4260,1420,382,2
4261,1420,393,2
4262,1420,375,2
4263,1420,354,2
4264,1420,391,2
4265,1420,351,2
4266,1420,373,2
4267,1420,368,2
4268,1420,363,2
4269,1420,349,2
4270,1421,188,1
4271,1421,189,1
4272,1421,345,1
4273,1422,169,5
4274,1423,382,1
4275,1423,350,1
4276,1423,399,1
4277,1423,326,1
4278,1423,457,1
4279,1424,428,1
4280,1425,396,1
4281,1425,188,1
4282,1425,401,1
4283,1425,307,1
4284,1426,206,2
4285,1426,217,2
4286,1426,267,2
4287,1426,250,2
4288,1426,17,2
4289,1427,341,1
4290,1428,163,5
4291,1428,386,5
4292,1428,164,5
4293,1429,249,1
4294,1429,391,1
4295,1429,371,1
4296,1429,189,1
4297,1429,250,1
4298,1429,248,1
4299,1429,385,1
4300,1430,252,3
4301,1431,252,3
4302,1432,383,4
4303,1432,252,4
4304,1433,369,1
4305,1433,383,1
4306,1433,341,1
4307,1433,368,1
4308,1433,378,1
4309,1433,354,1
4310,1434,384,1
4311,1435,187,1
4312,1435,362,1
4313,1435,191,1
4314,1435,379,1
4315,1436,335,2
4316,1436,345,2
4317,1436,335,2
4318,1436,254,2
4319,1436,163,2
4320,1436,359,2
4321,1437,384,5
4322,1438,355,2
4323,1438,418,2
4324,1438,171,2
4325,1438,250,2
4326,1438,337,2
4327,1438,352,2
4328,1438,163,2
4329,1438,376,2
4330,1438,387,2
4331,1439,343,2
4332,1439,348,2
4333,1439,371,2
4334,1439,171,2
4335,1439,250,2
4336,1439,198,2
4337,1439,379,2
4338,1439,346,2
4339,1439,342,2
4340,1439,376,2
4341,1439,168,2
4342,1440,169,1
4343,1441,340,1
4344,1441,386,1
4345,1441,340,1
4346,1441,384,1
4347,1441,367,1
4348,1441,393,1
4349,1441,389,1
4350,1441,365,1
4351,1441,375,1
4352,1441,364,1
4353,1441,336,1
4354,1441,369,1
4355,1441,333,1
4356,1442,347,1
4357,1443,372,2
4358,1444,386,3
4359,1444,319,3
4360,1444,497,3
4361,1444,446,3
4362,1444,48,3
4363,1444,190,3
4364,1444,43,3
4365,1445,387,2
4366,1445,209,2
4367,1445,57,2
4368,1445,334,2
4369,1445,386,2
4370,1445,360,2
4371,1446,344,1
4372,1446,390,1
4373,1446,374,1
4374,1447,201,1
4375,1448,109,1
4376,1449,203,5
4377,1449,474,5
4378,1449,299,5
4379,1449,389,5
4380,1449,23,5
4381,1449,193,5
4382,1449,51,5
4383,1449,87,5
4384,1449,124,5
4385,1449,43,5
4386,1449,235,5
4387,1449,500,5
4388,1450,361,1
4389,1450,143,1
4390,1451,206,1
4391,1451,311,1
4392,1451,349,1
4393,1451,331,1
4394,1451,104,1
4395,1452,367,3
4396,1453,317,2
4397,1453,196,2
4398,1453,25,2
4399,1454,16,1
4400,1455,43,3
4401,1456,326,1
4402,1457,318,4
4403,1457,196,4
4404,1457,342,4
4405,1457,199,4
4406,1457,46,4
4407,1457,252,4
4408,1457,450,4
4409,1457,25,4
4410,1457,23,4
4411,1457,368,4
4412,1458,237,2
4413,1459,52,5
4414,1460,341,1
4415,1461,497,3
4416,1461,453,3
4417,1461,451,3
4418,1462,313,3
4419,1463,453,1
4420,1464,391,4
4421,1465,342,1
4422,1466,367,3
4423,1467,432,1
4424,1468,168,1
4425,1468,500,1
4426,1468,205,1
4427,1468,398,1
4428,1468,266,1
4429,1468,364,1
4430,1469,213,1
4431,1470,214,3
4432,1470,95,3
4433,1471,38,1
4434,1472,317,4
4435,1473,256,1
4436,1473,410,1
4437,1473,142,1
4438,1473,269,1
4439,1474,169,1
4440,1475,255,1
4441,1476,454,1
4442,1476,393,1
4443,1476,53,1
4444,1476,84,1
4445,1476,250,1
4446,1476,454,1
4447,1476,376,1
4448,1477,35,5
4449,1478,382,1
4450,1479,335,5
4451,1479,501,5
4452,1480,175,2
4453,1480,262,2
4454,1480,18,2
4455,1480,275,2
4456,1480,396,2
4457,1481,24,1
4458,1481,229,1
4459,1481,404,1
4460,1481,459,1
4461,1482,149,2
4462,1482,242,2
4463,1483,211,4
4464,1483,478,4
4465,1483,412,4
4466,1483,86,4
4467,1483,133,4
4468,1484,396,1
4469,1484,178,1
4470,1484,247,1
4471,1485,401,5
4472,1486,141,4
4473,1486,145,4
4474,1486,405,4
4475,1486,54,4
4476,1486,386,4
4477,1486,347,4
4478,1487,116,1
4479,1488,403,1
4480,1488,190,1
4481,1488,399,1
4482,1488,423,1
4483,1488,340,1
4484,1488,219,1
4485,1489,350,1
4486,1490,455,1
4487,1491,448,1
4488,1491,18,1
4489,1491,323,1
4490,1492,191,4
4491,1493,166,4
4492,1493,450,4
4493,1493,30,4
4494,1493,459,4
4495,1493,254,4
4496,1493,404,4
4497,1493,256,4
4498,1494,397,1
4499,1494,432,1
4500,1494,163,1
4501,1494,199,1
4502,1494,428,1
4503,1494,453,1
4504,1494,450,1
4505,1494,210,1
4506,1495,169,1
4507,1496,163,1
4508,1496,208,1
4509,1497,187,3
4510,1498,391,1
4511,1498,348,1
4512,1498,329,1
4513,1498,264,1
4514,1498,408,1
4515,1498,202,1
4516,1499,417,2
4517,1499,189,2
4518,1499,311,2
4519,1499,331,2
4520,1499,206,2
4521,1500,309,5
4522,1501,320,1
4523,1502,38,1
4524,1502,455,1
4525,1502,24,1
4526,1503,262,2
4527,1504,307,4
4528,1504,405,4
4529,1504,308,4
4530,1505,437,1
4531,1505,436,1
4532,1505,179,1
4533,1505,232,1
4534,1505,474,1
4535,1506,477,3
4536,1507,165,1
4537,1507,378,1
4538,1507,232,1
4539,1507,128,1
4540,1507,427,1
4541,1507,155,1
4542,1507,424,1
4543,1507,219,1
4544,1507,29,1
4545,1508,400,1
4546,1509,189,3
4547,1510,183,1
4548,1511,329,3
4549,1512,249,1
4550,1513,393,2
4551,1513,344,2
4552,1513,212,2
4553,1513,168,2
4554,1513,270,2
4555,1513,462,2
4556,1513,111,2
4557,1513,406,2
4558,1513,113,2
4559,1513,496,2
4560,1513,338,2
4561,1514,251,1
4562,1515,460,1
4563,1516,379,1
4564,1517,11,1
4565,1518,297,3
4566,1519,128,2
4567,1520,428,2
4568,1521,477,1
4569,1522,31,3
4570,1523,10,1
4571,1523,496,1
4572,1523,253,1
4573,1523,295,1
4574,1523,156,1
4575,1523,158,1
4576,1523,37,1
4577,1523,119,1
4578,1523,67,1
4579,1523,242,1
4580,1523,299,1
4581,1523,463,1
4582,1524,332,1
4583,1524,324,1
4584,1524,239,1
4585,1525,92,1
4586,1525,279,1
4587,1526,442,1
4588,1526,218,1
4589,1526,222,1
4590,1526,161,1
4591,1526,16,1
4592,1526,278,1
